carry-on	বহন অন
eagerness	ব্যস্ততা
eagerly	সাগ্রহে
eager	আগ্রহী
each other	পরস্পর
gyroscope	gyroscope
gyration	চক্রগতি
gyrate	চক্রাকারে ঘোরা
gypsy	বেদে
gyp	শঠতা
gynecology	স্ত্রীরোগবিদ্যা
gynecologist	স্ত্রীরোগবিশারদ
gynecological	স্ত্রীরোগবিদ্যা-সংক্রান্ত
gymnastics	ব্যায়াম
gymnast	পালোয়ান
gymnasium	আখড়া
gym	জিম
guzzler	মদ্যপ
guzzle	মদ্যপানোত্সব
guy	লোক
guttural	কণ্ঠ্যবর্ণ
gutter	নর্দমা
gutsy	সাহসী
guts	নাড়িভুঁড়ি
gut	অন্ত্র
gusty	দমকা
gusto	ঔত্সুক্য
gust	ঝাপটা
gushy	gushy
gusher	প্রবলভাবে নি: সৃত পদার্থ
gush	প্রবাহ
guru	গুরু
gurgling	কবল
gurgle	কচ্কচি
gunshot	কামানের পাল্লা
gunrunning	gunrunning
gunrunner	gunrunner
gunpowder	বারূদ
gunpoint	gunpoint
gunnysack	gunnysack
gunner	গোলন্দাজ
gunman	বন্দুকধারী সৈনিক
gunk	চটচটে বা তরল পদার্থ
gung-ho	gung- ইছ
gunfire	কামান দাগা
gunboat	কামান-বাহী পোত
gun	বন্দুক
gumption	বুঝ
gummy	আঠাযুক্ত
gumdrop	gumdrop
gumbo	Gumbo
gum	আঠা
gulp	ঢোক
gully	বড়ো ছোরা
gullible	অতিসরল
gullibility	gullibility
gullet	গলনালী
gull	জলকুক্কুট
gulf	উপসাগর
gulch	গিরিখাত
guitarist	গিটার
guitar	গিটার
guise	ভান
guinea pig	গিনিপিগ
guilty	দোষী
guiltily	guiltily
guilt	কলুষ
guillotine	শিরছেদনার্থ যন্ত্রবিশেষ
guileless	সরল
guile	ছলনা
guild	পৌরসভা
guidelines	নির্দেশিকা
guideline	গাইডলাইন
guided	অধ্যক্ষ
guidebook	পথপঁজি
guide	কৌশল
guidance counselor	নির্দেশিকা পরামর্শদাতা
guidance	পথপ্রদর্শন
guffaw	অট্টহাসি
guff	অর্থহীন অট্টহাস
guest	অতিথি
guesswork	অনুমানপ্রসূত মত
guesstimate	আন্দাজি হিসেব
guess	অনুমান
guerrilla	গরিলা
gubernatorial	শাসক-সংক্রান্ত
guardrail	সিঁড়ির পার্শ্বস্থ রেলিং
guardian angel	মানুষের ব্যক্তিগত শুভসাধক দেবদূত
guardian	অভিভাবক
guardedly	guardedly
guarded	সুরক্ষিত
guard	পাহারা
guaranty	জামিন
guarantor	জামিনদার
guarantee	জামিন
guacamole	guacamole
G-string	জি - স্ট্রিং
grunt	ঘোঁৎ ঘোঁৎ
grungy	grungy
grunge	গ্রুঙ্গ
grumpy	বদরাগী
grumble	অভিযোগ
gruffly	মাইয়াডারে বাঁচাও
gruff	বিষাদময়
gruesome	ঘৃণ্য
grueling	কঠোর
gruel	জাউ
grudging	কৃপণ
grudge	দ্বেষ
grubby	অপরিচ্ছন্ন
grub	কীড়া
growth	বৃদ্ধি
grown-up	ধাড়ী
grown	পূর্ণবয়স্ক
growl	গজরানি
growing pains	ক্রমবর্ধমান যন্ত্রনা
grower	চারা
grow	হত্তয়া
grovel	পদলেহন
grove	উদ্যান
grouse	অনাদর
grouping	গোষ্ঠী
groupie	Groupie
group	গ্রুপ
groundwork	বনিয়াদ
groundswell	groundswell
grounds	তলানি
ground rule	স্থল নিয়ম
groundlessly	অকারণ
groundless	ভিত্তিহীন
grounding	ভিত্তি
Groundhog Day	Groundhog দিন
groundhog	Groundhog
ground floor	একতলা
ground crew	স্থল ক্রু
ground	স্থল
grouchy	খিট্খিটে
grouch	অসন্তোষ প্রকাশ করা
grotto	গুহা
grotesque	অদ্ভুত
grossly	প্রবলভাবে
gross	স্থূল
grope	অনুভব করা
groovy	খাঁজকাটা
groove	খাঁজ
grooming	গ্রুমিং
groom	বর
groin	কুঁচকি
groggy	টলায়মান
grocery store	মুদি দোকান
grocery	মুদিখানা
groceries	মুদীখানার পণ্যদ্রব্য
grocer	মুদি
groan	গাঁ
grizzly bear	ছাইরঙা ভালুক
gritty	বালুকাময়
grits	মোটাভাবে চূর্ণিত শস্য
grit	কঙ্কর
gristle	তরুণাস্থি
grisly	ভয়ানক
gripping	gripping
gripe	আঁকড়ান
grip	দৃঢ়মুষ্টি
gringo	পরদেশী
grindstone	শান
grinder	পেষকদন্ত
grind	চূর্ণনশব্দ
grin	কষ্টহাসি
grimy	নোংরা
grimly	ক্ষমাহীনভাবে
grime	ময়লা
grimace	ভেংচি
grim	ভয়ানক
grill	ভাজাভুজি
grievous	দু: খজনক
grieve	শোক করা
grievance	নালিশের কারণ
grief	বিষাদ
gridlock	জট
gridiron	জাফরি
griddle	তাত্তয়া
grid	গ্রিড
greyhound	ডালকুত্তা
grew	হয়েছি
grenade	বোমা
gremlin	ভূত
gregarious	যূথচর
greetings	শুভেচ্ছা
greeting card	অভিবাদন কার্ড
greeting	অভিবাদন
greet	অভিবাদন জানান
greens	সবুজ শাকসবজি
greenish	হরিতাভ
greenhouse effect	গ্রিনহাউজ এফেক্ট
greenhouse	গ্রিনহাউজ
greenhorn	বালক
greenery	শ্যামলিমা
green card	সবুজ কার্ড
green bean	সবুজ শিম
greenback	আমেরিকার পত্রমুদ্রা
green	সবুজ
Greek	গ্রিক
greedy	অর্থগৃধ্নু
greedily	সাগ্রহে
greed	ক্ষুধা
greatness	মহিমা
greatly	অতিশয়
great-grandson	প্রপৌত্র
great-grandparent	মহান - পিতামহ
great-grandmother	মহান - দাদীর
great-grandfather	মহান - পিতামহ
great-granddaughter	মহান - নাতনী
great-grandchild	মহান - নাতি
Great Britain	গ্রেট্ ব্রিেন
great	মহান
greasy	চর্বিযুক্ত
grease	চর্বি লাগানো
graze	আচড়
gray matter	মগজ
grayish	ষৎ ধূসর
gray	ধূসর
gravy	রসা
gravity	মাধ্যাকর্ষণ
gravitation	মহাকর্ষ
gravitate	ঝুঁকিয়ে পড়া
graveyard	কারবালা
gravestone	সমাধিস্তম্ভ
gravely	গুরুত্বসহকারে
gravel	নুড়ি
grave	সমাধি
gratuity	আনুতোষিক
gratuitous	ভিত্তিহীন
gratitude	কৃতজ্ঞতা
gratis	বিনামূল্যে
grating	কর্কশ
gratifying	gratifying
gratify	পরিতৃপ্ত করা
gratification	পরিতৃপ্তি
grater	আঁচড়া
gratefully	কৃতজ্ঞচিত্তে
grateful	কৃতজ্ঞ
grate	ঝাঁঝরি
grassy	শ্যামল
grass-roots	ঘাস শিকড়
grass roots	ঘাস শিকড়
grassland	কেদার
grasshopper	ফড়িং
grass	ঘাস
grasping	সুদৃঢ়
grasp	উপলব্ধি
grapple	কুস্তি করা
graphite	কৃষ্ণসীস নামক ধাতু
graphics	গ্রাফিক্স
graphically	graphically
graphic	গ্রাফিক
graph	চিত্রলেখ
grapevine	Grapevine
grapefruit	জাম্বুরা
grape	দ্রাক্ষা
granule	কণিকা
granulated	কণিকাকার
granular	ঝুরা
granted	মঞ্জুর
grant	অনুদান
granola	granola
granny	বৃদ্ধা
granite	গ্র্যানিত্শিলা
grand total	সর্বোমোট
grandstand	লোকদেখান
grandson	নাতি
grand slam	গ্র্যান্ড স্লাম
grand prix	গ্র্যান্ড প্রিক্স
grand piano	পিয়ানো
grandparent	পিতামহ
grandpa	মাতামহ
grandmother	নানী
grandma	ঠাকুরমা
grandly	grandly
grand jury	গ্র্যান্ড জুরি
grandiose	সুবিশাল
grandfather clock	পিতামহ ঘড়ি
grandfather	পিতামহ
grandeur	জাঁকজমক
granddaughter	নাতনী
granddad	মাতামহ
grandchildren	নাতি
grandchild	নাতি
grammatical	ব্যাকরণগত
grand	মহীয়ান
grammatically	ব্যাকরণগতভাবে
Grammy	গ্র্যামি
grammar school	প্রাচীন ভার্ষা শিক্ষার বিদ্যালয়
grammar	ব্যাকরণ
gram	গ্রাম
grainy	দানাদার
grain	শস্য
graft	ঘুস
graffiti	দেত্তয়ালের ছবি
graduation	স্নাতকের
graduate school	স্নাতক স্কুল
graduate	স্নাতক
gradually	ধীরে ধীরে
gradual	ক্রমান্বয়িক
grad school	grad স্কুল
gradient	নতিমাত্রা
grade school	গ্রেড স্কুল
grader	grader
grade point average	গ্রেড পয়েন্ট গড়
